사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Oct-25,경춘선,1312,갈매,7,0,1860,431,3855,845,13483,2536,9151,4692,6305,2344,4319,2762,3399,2042,3736,2434,3608,3085,3367,2564,3216,4572,4051,3993,3822,6250,4828,9632,2113,8304,1665,3675,2086,2807,1461,3342,605,1500,8,415,0,0,0,0,0,0
Oct-25,경춘선,1313,별내,25,2,1182,449,2618,1476,7743,4131,7228,5997,5390,3674,4156,3485,3679,2722,4260,2585,4113,3360,4171,2891,4318,4491,5185,4017,5571,5951,5948,8003,3106,5478,2267,2872,2018,2022,1800,1988,927,1264,41,319,0,0,0,0,0,0
Oct-25,경춘선,1314,퇴계원,76,0,2728,580,5505,1855,15112,3324,11997,4396,8672,2969,6747,3504,5442,3171,6465,3089,4901,4083,3913,4131,4331,5599,4374,6312,4890,8817,5028,11560,2126,9297,1700,5116,1265,4047,880,4411,553,2231,17,716,0,0,0,0,0,0
Oct-25,경춘선,1315,사릉,106,14,1731,773,3452,1421,8961,4303,6854,3595,4913,2397,3776,2188,3405,2568,3465,2293,3313,1968,2820,2752,2964,3148,3137,3299,4132,5467,4421,7596,1792,6579,1158,3303,915,2417,605,2337,303,1569,14,481,0,0,0,0,0,0
Oct-25,경춘선,1316,금곡,54,0,1861,273,2177,948,5342,2714,4656,5291,3930,2359,2969,1893,3095,1782,3117,2442,3022,2021,2234,2665,2908,2424,2793,2763,3469,3984,3465,4564,1328,3584,846,1956,588,1893,368,1710,230,1108,16,323,0,0,0,0,0,0
Oct-25,경춘선,1317,평내호평,615,5,5462,699,12512,2022,25456,4639,23844,10144,13127,7323,11096,5433,10590,6291,10370,8648,9343,7592,8134,10101,8389,9743,8855,11934,9046,20181,8855,23688,5334,19644,4421,9448,3915,8299,3417,7335,1711,5111,40,2290,0,0,0,0,0,0
Oct-25,경춘선,1318,천마산,19,3,974,195,3417,673,6806,1618,7586,1887,4873,1407,3823,1384,2865,1804,2825,1946,2557,2159,2356,2641,2018,3217,2158,3085,1868,4969,1768,4008,832,5409,577,2668,399,2563,284,1687,117,1171,6,239,0,0,0,0,0,0
Oct-25,경춘선,1319,마석,16,0,1398,462,8100,2654,15118,5614,13994,6234,9812,5917,8925,4649,7636,5380,7769,5739,7150,6692,6898,7127,7025,8008,7592,7741,7040,11417,6464,12835,3274,9745,2816,7496,1781,5207,1429,5086,582,2236,41,778,0,0,0,0,0,0
Oct-25,경춘선,1320,대성리,2,0,259,137,745,403,1105,989,1253,1427,1191,938,1214,1421,1565,1273,1256,976,1157,1120,1283,2034,1589,1535,1806,1678,1880,1813,962,932,575,911,355,658,239,389,212,369,145,380,2,6,1,1,0,0,0,0
Oct-25,경춘선,1321,청평,14,1,785,226,2494,1177,4321,2051,4799,3821,3992,3934,3803,3915,4247,2863,3925,4000,3817,3211,4169,3065,4165,3564,4504,4693,4841,4781,3279,3995,1531,4040,1203,2210,692,1904,513,1587,114,1063,3,244,0,0,0,0,0,0
Oct-25,경춘선,1322,상천,1,0,111,21,153,222,561,417,535,836,564,895,515,1102,641,885,778,860,923,532,1165,597,1099,541,1188,554,770,399,390,445,149,318,73,172,100,191,28,88,15,101,0,33,0,0,0,0,0,0
Oct-25,경춘선,1323,가평,0,0,789,164,1557,1046,3769,2587,4449,5601,3988,5601,3624,6087,4579,6858,4606,6503,4399,4780,5708,4828,7070,4973,8282,3450,8152,4062,6007,3834,2716,3866,1788,2642,1084,1649,539,1840,328,1289,21,348,0,0,0,0,0,0
Oct-25,경춘선,1324,굴봉산,0,0,38,5,65,44,151,152,255,340,192,315,212,674,314,757,316,412,595,388,631,273,618,277,593,208,337,216,180,168,74,105,90,73,32,47,15,50,6,39,1,10,0,0,0,0,0,0
Oct-25,경춘선,1325,백양리,2,0,17,2,22,60,58,1034,132,413,109,209,297,457,772,483,528,414,403,297,393,384,540,254,441,256,540,128,285,116,140,56,49,74,48,33,23,31,10,29,1,4,0,0,0,0,0,0
Oct-25,경춘선,1326,강촌,3,0,88,61,335,156,463,410,644,2092,645,2116,766,1618,1280,2197,1154,1291,1932,963,1744,1031,2019,672,2132,858,1563,744,933,678,473,535,316,481,176,369,79,425,25,241,5,52,0,0,0,0,0,0
Oct-25,경춘선,1327,김유정,13,0,139,4,282,122,704,617,578,1090,578,1270,677,2104,793,2205,994,2018,1320,1574,1476,1297,2421,1062,2154,944,1787,774,1334,759,439,580,312,450,149,262,81,275,28,112,2,71,0,0,0,0,0,0
Oct-25,경춘선,1328,남춘천,474,2,1917,35,3723,1017,5076,2212,6738,5293,6787,6316,6608,4872,6314,9051,6062,8970,7499,6484,7869,5557,9225,6924,8623,6429,7698,6317,5934,7647,4470,8444,3286,4199,2770,4393,1794,4346,491,2499,14,2036,0,0,0,0,0,0
Oct-25,경춘선,1329,춘천,262,1,749,8,1417,553,2135,1402,2718,4577,3184,5413,2629,4398,3242,5301,3581,4239,4769,4248,5912,2769,7393,3601,7968,2588,6705,2695,4566,2822,2884,2653,1621,1566,1172,1821,577,1209,160,1152,1,723,0,0,0,0,0,0
Oct-25,수인선,1873,고색,588,1,3430,496,8624,3276,18813,17296,15691,22458,8160,6230,5771,3903,5817,4310,6419,4950,5674,5024,5534,5031,6764,5797,8712,8066,16884,10355,18948,13298,6712,12902,5206,9221,3576,6819,2102,6161,845,3839,4,2054,0,0,0,0,0,0
Oct-25,수인선,1874,오목천,11,0,1096,330,5740,1651,12295,5067,12838,12445,8408,7575,7162,4829,7347,4320,8810,4903,7731,6008,6521,5039,9140,5749,11784,8356,11225,7320,9673,12732,4847,7965,2969,5152,2530,4457,1993,5112,674,3059,8,333,0,0,0,0,0,0
Oct-25,수인선,1875,어천,2,0,393,168,1852,1768,4282,4381,4108,3621,3293,1925,2900,1573,3086,1867,2863,1974,2842,2530,2347,2457,3417,2427,5650,3794,3251,3393,3938,4941,1766,3118,1073,1841,669,1948,448,1762,205,760,0,105,0,0,0,0,0,0
Oct-25,수인선,1876,야목,3,0,436,50,1519,580,2912,713,2437,965,1534,585,1280,973,1069,696,1041,778,1018,820,985,796,1120,938,1571,1328,1412,1576,1145,2363,582,1757,368,880,272,1042,218,587,107,428,1,54,0,0,0,0,0,0
Oct-25,수인선,1877,사리,9,0,4823,379,10843,1612,22722,3573,20773,5285,12332,2832,9352,2954,7924,3168,7828,4216,7531,5075,6239,5057,5995,6817,6943,10389,7177,11751,6484,20079,4050,13125,2375,8982,1957,9682,2004,7388,729,5525,10,638,0,0,0,0,0,0
Oct-25,수인선,1878,달월,0,0,7,41,29,76,142,123,156,283,94,120,108,143,110,110,142,132,128,155,174,171,130,124,242,127,435,196,866,143,147,118,54,77,20,55,16,67,21,40,9,11,0,0,0,0,0,0
Oct-25,수인선,1879,월곶,3,0,1902,321,4775,1440,10871,1833,10584,3025,5765,3661,4633,5425,4383,5921,4730,5582,4427,5272,4522,4960,5422,5784,6068,7199,6250,8425,7786,10345,3929,5748,2848,4206,3857,4183,2559,3255,627,1792,2,326,0,0,0,0,0,0
Oct-25,수인선,1880,소래포구,31,0,2684,475,7153,2376,15852,3926,13848,7224,8216,6718,7629,9476,9180,16115,10734,17462,12537,13418,15878,11690,17836,10729,15306,12793,12008,13338,9480,15425,5740,10675,4879,6929,4801,6696,3340,5078,1888,3678,15,691,0,0,0,0,0,0
Oct-25,수인선,1881,인천논현,3,0,2821,892,5881,4666,13441,7913,12843,12049,8793,8218,7977,6531,8778,7294,9225,7901,8474,8650,8647,8946,9204,9327,10122,12674,11612,15454,10730,17774,6511,11147,6079,7454,5839,6472,4733,4849,2347,3465,5,500,0,0,0,0,0,0
Oct-25,수인선,1882,호구포,15,0,1538,950,2922,6265,6372,16475,7821,18658,5311,4095,4797,3010,4609,3593,5265,3798,4796,3868,4949,4117,5043,4214,6309,5526,15677,6468,14497,7786,4914,5633,5070,4256,3505,3700,1607,2866,884,2406,1,329,0,0,0,0,0,0
Oct-25,수인선,1883,남동인더스파크,0,0,488,850,934,3806,1329,15950,1885,20119,1359,2692,1353,1238,1601,1308,1807,1416,1917,1308,2153,1177,2603,1132,3812,1237,14706,1799,10991,1997,3405,2126,3274,1427,1583,879,505,620,208,430,1,40,0,0,0,0,0,0
Oct-25,수인선,1884,원인재,59,2,3685,735,6647,2951,12935,5395,14566,7852,8591,4777,7438,4680,7290,5456,7656,6182,7270,6473,6449,7012,7033,8544,7538,10405,8088,12371,7605,15468,4774,10496,3746,7773,3418,7001,2526,5733,1436,4450,42,629,0,0,0,0,0,0
Oct-25,수인선,1885,연수,26,0,2590,900,6298,2296,14026,4618,13313,10152,7184,6374,6427,5814,6799,6026,7268,6807,7641,7322,7447,7023,8161,8056,8267,10486,8823,13991,10116,15253,5607,9632,5597,6834,4991,6130,4152,3815,2333,2820,33,648,0,0,0,0,0,0
Oct-25,수인선,1886,송도,13,2,2161,421,4493,2282,7990,2171,8340,3998,4640,2628,4286,2498,4580,3029,4745,3225,4831,3361,4282,3764,4721,4887,5261,5491,4917,6806,3500,7375,2069,5456,1745,3350,1489,3100,822,2165,374,1507,5,381,0,0,0,0,0,0
Oct-25,수인선,1888,인하대,36,1,4075,558,11425,2454,24623,5304,20621,17428,9846,10315,9208,11060,10022,8005,11090,9610,10955,9649,11494,9966,12873,10143,15854,12880,16318,18431,13577,23848,7692,13587,6999,9724,6599,9285,4826,6524,3150,5108,108,1218,0,0,0,0,0,0
Oct-25,수인선,1889,숭의,22,0,3673,799,6709,3559,13893,7927,11894,11272,7186,5248,7243,4400,7557,4439,7102,5546,6934,6235,6738,5713,7161,6126,9717,8446,10042,9592,9269,12587,4370,7507,3287,5294,2421,4855,1835,4060,824,2491,16,636,0,0,0,0,0,0
Oct-25,수인선,1890,신포,6,0,992,233,1700,998,3115,3494,2825,7114,1982,3035,1888,2754,2474,3211,2902,3098,3050,3401,3583,3389,4454,3473,5622,3733,5526,4064,5494,4447,2604,2286,2265,1681,1770,1437,1131,1219,409,633,0,197,0,0,0,0,0,0
Oct-25,수인선,1891,인천,96,1,449,287,955,1164,1708,2359,1813,4280,1813,2668,1776,3096,1952,5124,2227,5286,2416,4669,2884,4437,4008,4129,3819,3955,3354,3696,2949,3582,1821,2221,1279,1684,964,1403,829,1229,180,595,4,265,0,0,0,0,0,0
Oct-25,경강선,1501,판교,10,2,765,28,2499,7358,6356,16902,3870,34479,2695,18900,3219,12555,5646,10081,6273,7702,5635,5970,7051,6117,10191,5712,16525,7730,19917,7178,23210,6839,17457,4112,18427,2990,10541,1737,6279,1064,1871,707,4,186,0,1,0,0,0,0
Oct-25,경강선,1502,이매,9,1,629,32,1685,1008,3669,2075,2794,2811,1677,1463,1581,1194,1458,1046,1635,1202,1423,1396,1504,1329,1751,1648,1900,1863,2047,2577,2054,2982,1237,1638,1245,1030,1140,786,1043,598,303,302,13,55,0,0,0,0,0,0
Oct-25,경강선,1503,삼동,0,0,1541,73,5123,1156,10844,1998,11004,2140,6512,1073,4046,1263,3655,1333,3183,1934,2888,1901,2418,2640,2572,3460,2656,4649,3304,7576,2543,8495,1291,7655,907,4813,611,4012,341,2895,84,1570,3,33,0,0,0,0,0,0
Oct-25,경강선,1504,경기광주,0,0,3091,282,16061,2931,39812,5447,41038,8570,19632,5586,14780,4843,12487,5694,12155,6999,10501,7618,9564,9320,9184,11268,11385,16356,11002,21578,8655,33786,4562,29234,3180,18897,2197,13930,1599,10894,529,5634,50,116,1,0,0,0,0,0
Oct-25,경강선,1505,초월,0,0,1976,115,7418,1603,17265,4018,18318,4745,8338,2150,6503,2227,5678,2253,5364,3218,4487,3499,4343,4296,4182,4828,5546,6752,5970,8730,4852,14036,2636,10859,1685,8454,1248,6536,678,6262,239,3852,22,49,0,0,0,0,0,0
Oct-25,경강선,1506,곤지암,0,0,1126,351,2859,2545,6872,4822,6190,6510,4664,3157,3760,3281,4127,3855,4196,3124,4465,5044,4110,4336,5426,4246,6285,4814,8581,5599,7035,6806,2774,4860,1661,4054,996,3030,498,2904,144,1508,15,402,0,0,0,0,0,0
Oct-25,경강선,1507,신둔도예촌,0,0,853,37,2835,496,5533,2231,4500,3056,3470,1686,2915,1317,2520,1776,2602,1504,2653,1561,2318,1777,2615,2079,2997,2620,3674,4395,3089,4125,1162,4585,899,3019,586,2367,214,2199,105,1178,6,316,0,0,0,0,0,0
Oct-25,경강선,1508,이천,15,1,1059,55,3696,1776,8031,5999,7062,7988,6281,5076,6091,4836,6005,4862,5490,5752,6108,5028,6361,5388,6209,5453,7788,6848,7940,7881,7354,9890,3880,8310,2924,6258,2470,4656,1039,3609,630,2392,22,944,0,1,0,0,0,0
Oct-25,경강선,1509,부발,8,0,1374,73,3467,1936,6898,6630,6032,5755,5292,2601,4355,2340,4894,2361,4308,3179,3831,3076,3659,2900,4861,3221,5120,4533,7996,5816,5180,6625,3258,4704,2034,4634,1238,4572,583,3303,411,3237,17,1280,0,0,0,0,0,0
Oct-25,경강선,1510,세종대왕릉,0,0,242,4,583,157,778,738,988,826,844,723,899,546,790,940,802,824,832,498,955,798,834,727,882,874,948,770,813,1036,306,798,196,598,120,438,45,478,8,239,0,82,0,0,0,0,0,0
Oct-25,경강선,1511,여주,27,0,2208,10,4947,883,8925,3592,8044,4837,7042,8227,6885,4447,6206,6819,6340,5481,6895,4676,7427,5646,8037,5677,8840,6513,7946,8535,6604,9247,3446,8300,2272,7196,1564,3495,802,5920,210,3048,1,1267,0,0,0,0,0,0
Oct-25,경강선,1512,성남,0,0,276,25,1712,704,5122,1338,4894,1775,2551,985,2095,878,1673,1056,1845,1319,1525,1248,1366,1449,1688,1983,2078,2243,2414,3548,1783,4482,1251,2567,1057,1852,875,1493,739,1028,309,529,22,117,0,0,0,0,0,0
Oct-25,서해선,1980,김포공항,16,3,216,2437,624,8522,1830,11293,3357,14076,3072,9321,3405,8995,3448,10523,3874,11173,5599,10335,6791,9660,7967,8594,8118,8818,9887,9924,12638,8533,8277,4984,7105,2434,6622,1435,6015,956,2216,1225,61,474,1,0,0,0,0,0
Oct-25,서해선,1981,원종,48,0,5316,1030,8720,3579,17621,5692,16563,9040,10379,5286,8388,4606,7995,5156,8571,6550,7669,6241,6929,7084,7542,8183,9037,11166,9324,14125,9438,17727,5129,14213,3695,7986,2832,7304,2260,6270,1163,4240,33,674,0,0,0,0,0,0
Oct-25,서해선,1982,부천종합운동장,29,0,2478,602,4829,1523,12361,2886,12596,4360,6842,2147,4061,1766,3755,1677,3663,2122,3458,2340,3134,2634,3082,3288,3912,4426,4699,6414,5239,10355,2212,7827,1823,4554,1542,3974,1074,3783,427,2310,45,374,0,0,0,0,0,0
Oct-25,5호선,2511,방화,27,0,5265,8,10985,3743,24854,6419,24368,14495,14864,8604,12533,6422,12294,7132,14665,7763,12120,8836,10547,9712,11151,11446,11856,13322,11562,16098,10500,21720,5437,18448,3678,12009,2891,10780,2144,10306,863,6044,111,2070,0,199,0,0,0,0
Oct-25,5호선,2512,개화산,6,0,4611,142,8942,3493,21219,6432,21611,12864,12448,6561,9466,5906,9290,6304,9690,7661,9019,7430,8559,7651,8507,8989,9696,10641,12791,13366,10774,18160,5418,15471,3644,9763,3211,9393,2406,8327,789,4768,80,1563,0,73,0,0,0,0
Oct-25,5호선,2513,김포공항,7,2,976,3064,5035,9497,18895,18367,23248,23104,13095,14265,14516,14811,18681,16917,21124,17144,25220,17967,27034,17478,30265,17084,29316,16636,31932,18220,38807,16183,26518,9503,20932,5047,17645,2979,17013,2136,8072,1215,312,478,2,4,0,0,0,0
Oct-25,5호선,2514,송정,2,0,3514,929,6803,4195,16226,6560,20601,10554,14262,7434,11400,6483,10389,7705,10755,8376,10267,8518,9782,8793,10021,10121,11490,11964,12177,13497,12142,18176,7555,14438,5603,9946,4469,9805,3409,8968,1901,5478,204,1750,0,0,0,0,0,0
Oct-25,5호선,2515,마곡,7,0,2932,2878,8185,10374,22890,27431,23999,69381,13985,37497,12700,20470,14490,18958,16066,20175,18531,20902,21295,19431,26494,19464,32404,22640,49709,26087,56833,33680,28770,23162,22320,12858,20348,10326,12778,9654,4361,5009,568,1818,0,0,0,0,0,0
Oct-25,5호선,2516,발산,0,0,3644,2339,10960,14722,28806,41624,31208,110174,21503,59214,23020,33497,26990,32625,30341,33266,33323,34244,36666,31387,44072,31682,49780,34221,73218,40848,83958,53879,38926,37164,34298,22283,31688,18248,25705,15247,10286,9419,1272,2830,0,0,0,0,0,0
Oct-25,5호선,2517,우장산,1,0,6962,836,20988,4528,50453,13489,55071,21119,31183,15601,25965,14076,25581,14390,26372,17816,24360,20444,22139,22788,24076,26345,25882,31107,24064,37686,19794,53502,12457,39648,9077,25699,7944,22631,6210,22884,1886,12570,282,3003,0,0,0,0,0,0
Oct-25,5호선,2518,화곡,550,1,21578,1354,38918,8925,103674,14696,132312,31636,68950,25074,47516,19280,42675,20896,44506,24833,41050,27460,35849,32631,34360,40680,37688,52158,38926,68978,39564,114514,23398,79746,16662,51877,13668,49861,10665,42068,4206,27013,559,7417,0,0,0,0,0,0
Oct-25,5호선,2519,까치산,277,5,23103,1384,40962,7585,108322,10354,134729,20825,74565,18717,48088,17588,43776,21042,43882,25983,40098,28292,34475,34019,32203,44566,33239,57859,32066,72755,30049,110297,20001,85669,15138,57415,12386,54981,9546,45645,4673,28029,733,7933,0,317,0,0,0,0
Oct-25,5호선,2520,신정(은행정),123,1,11263,764,22016,3340,55683,7704,68988,12554,36088,8464,22031,7281,19684,8527,19603,10352,17816,12428,14931,13858,14825,18200,15952,23177,16068,30806,15078,45121,8543,33090,6524,23085,4908,21653,3877,19980,1537,11829,210,3374,0,0,0,0,0,0
Oct-25,5호선,2521,목동,27,4,8257,1328,19090,5525,53090,15792,64670,26389,34244,19593,25493,15143,24629,14439,24574,17517,23095,21839,21787,22450,22442,26869,23879,34378,26577,48889,26894,75798,14921,49042,13092,29845,13440,27740,14740,24635,4046,13830,603,4185,0,0,0,0,0,0
Oct-25,5호선,2522,오목교(목동운동장앞),2,0,4805,1582,14875,8290,45817,24937,52339,55138,29828,43743,24435,29204,26000,28990,28716,28901,29185,33206,30169,32457,33435,35409,38144,44028,46407,54668,55128,70871,31859,44135,33051,26760,25239,22041,24064,20007,6769,10590,843,3152,0,0,0,0,0,0
Oct-25,5호선,2523,양평,4,1,2491,876,6676,4413,22720,10021,27176,39023,13822,15581,9488,6877,8712,6205,9321,6148,9268,6905,8881,7148,9138,8023,11203,10257,20390,14012,31962,23195,10108,15492,6284,10860,5021,9641,3668,9074,1580,5512,212,1700,0,0,0,0,0,0
Oct-25,5호선,2524,영등포구청,1,0,1136,892,2883,2229,8527,7038,13748,24226,5577,10390,4924,5071,5291,4882,5841,4994,6087,5349,6294,5308,6998,5411,8109,6256,11999,8804,21913,14572,7290,7569,5326,5091,4932,4776,3618,4272,1785,2549,249,579,0,0,0,0,0,0
Oct-25,5호선,2525,영등포시장,12,2,2548,952,6815,5434,23721,13903,33395,41694,16011,25053,12438,16682,13404,16547,15935,20237,16017,22247,17351,18573,21410,16643,26470,17630,33507,21796,42247,33786,17733,19974,12898,13661,11196,12517,7744,11240,3492,7221,424,1635,0,0,0,0,0,0
Oct-25,5호선,2526,신길,64,0,1838,337,4204,1795,15785,4857,23361,12948,11212,6292,8011,3210,6493,3752,6413,4205,5838,4528,5243,4963,5347,5979,6300,7692,8839,11428,12709,20202,5158,12664,3694,10549,3467,10388,2743,9486,1632,6089,177,1513,0,0,0,0,0,0
Oct-25,5호선,2527,여의도,11,0,2399,2966,3808,26962,9321,135007,13135,194610,12615,73531,15198,32993,21472,32268,22129,31665,26518,34128,31388,28611,40399,28423,54688,29116,134193,32341,150680,37092,63029,17580,53251,9931,40452,8392,22967,7402,7625,4176,927,2161,2,5,0,0,0,0
Oct-25,5호선,2528,여의나루,32,1,1242,1710,2644,11283,6185,39605,9538,67468,5951,30282,6141,21706,8323,20779,11009,22250,12983,26106,18264,27903,23941,30617,31996,32254,58555,36296,68564,34767,38014,20777,41819,13100,33928,8903,23387,6174,8913,3006,664,752,0,0,0,0,0,0
Oct-25,5호선,2529,마포,10,0,2364,1272,7822,7902,25798,19036,34773,64621,19908,32711,17475,16353,17437,16574,18348,15689,18868,16287,17917,14906,19726,16779,23047,21856,35950,30578,53288,41167,19842,24345,17477,15750,17644,13749,12535,12473,5210,6759,661,1743,0,0,0,0,0,0
Oct-25,5호선,2530,공덕,12,3,1652,985,5121,7672,19227,30469,29176,66895,16082,36527,14121,16358,15972,16503,17111,15129,19415,16102,18195,14641,20831,16440,25253,19684,40350,29372,56264,41256,23266,20691,18405,13534,18643,11927,13612,10591,6034,5727,756,1374,0,0,0,0,0,0
Oct-25,5호선,2531,애오개,40,21,2303,938,5623,5798,19276,6962,25627,14700,12373,10618,9464,6719,9461,6722,10316,6621,9929,7978,9069,8355,10473,8861,12021,10757,12845,15090,12980,21136,7007,13542,5119,8682,3952,7858,2683,7267,960,4316,145,2211,0,286,0,0,0,0
Oct-25,5호선,2532,충정로(경기대입구),7,0,923,231,2375,2472,5820,14442,8452,33223,5008,12428,4155,4527,5077,4443,5352,3999,5149,4825,5758,4767,6090,4233,7397,4918,17921,6269,27191,8908,7468,5780,5046,4095,4433,4040,2491,3814,1040,2520,205,687,0,74,0,0,0,0
Oct-25,5호선,2533,서대문,23,0,2717,783,6260,15966,18948,54142,22580,142317,17804,45049,18025,22830,20305,21265,20424,19967,20717,23370,24480,18765,31981,16905,41835,17311,62440,20712,100523,25065,28526,14911,22226,10274,19091,10747,14112,8466,5137,5065,509,1255,1,18,0,0,0,0
Oct-25,5호선,2534,광화문(세종문화회관),24,0,1241,800,3092,28864,8370,79684,11490,248304,11869,120839,15611,64545,22543,63603,30086,58273,39005,58941,50357,48044,68019,39780,87217,37247,129583,40257,198493,42341,78294,19796,64598,9611,62118,7195,34956,4797,12438,2583,1231,644,1,3,0,0,0,0
Oct-25,5호선,2535,종로3가,47,1,1448,554,2365,7169,3484,14436,5634,40379,8228,34230,10963,33261,13769,37181,19383,37198,21696,36282,27941,34492,34775,33910,42810,35060,51285,38819,59887,43449,39141,26403,38476,16002,40701,12187,36548,9691,21244,6046,2794,1677,0,15,0,0,0,0
Oct-25,5호선,2536,을지로4가,3,3,555,609,1032,6326,2570,16286,3937,38486,4266,18810,5554,12147,6727,12208,7748,11242,9262,10279,11022,9430,12882,8570,16420,8134,26928,8081,34643,8065,14326,4792,10323,3336,8551,2878,5910,2073,2932,1589,407,463,0,2,0,0,0,0
Oct-25,5호선,2537,동대문역사문화공원(DDP),1,0,178,282,778,3140,1535,8984,2681,26103,3333,9740,3507,4023,3294,3656,3013,3738,3069,3692,3656,3393,4447,3530,5987,3876,12689,4208,18299,4332,6984,2895,3906,2469,3376,2748,2188,2525,1016,1783,197,433,0,1,0,0,0,0
Oct-25,5호선,2538,청구,7,0,1358,147,2094,1750,5552,3409,8064,11957,5060,6862,4706,3799,4748,3430,4432,3998,4660,4489,4573,4569,4954,4977,6800,5493,8040,6993,11526,9310,6373,5855,4011,3959,3257,3787,2657,3655,1496,2421,239,575,0,0,0,0,0,0
Oct-25,5호선,2539,신금호,46,0,2710,525,6280,3029,19127,7772,24972,12984,14713,7436,10273,6132,9303,6299,9553,7757,9014,8550,8991,9041,8937,10786,10995,13242,9854,17068,9939,24325,6814,16116,4940,10294,3831,9402,2693,8312,1149,5129,230,1618,0,0,0,0,0,0
Oct-25,5호선,2540,행당,18,2,3669,699,10013,2496,28932,4714,38283,9497,20098,6180,14586,5193,12379,6086,12993,7590,11863,8449,9963,9965,10413,12200,10058,15534,10354,19314,9685,28861,6043,18711,4555,12870,3823,11696,3053,9894,1028,5700,182,1615,0,0,0,0,0,0
Oct-25,5호선,2541,왕십리(성동구청),42,1,1564,590,2160,3151,5899,5777,8303,16126,4932,9420,4764,7067,5447,7471,6007,8139,6617,8532,7082,8217,8029,8731,9936,9894,10867,11787,13520,15961,8871,9002,7440,5617,7613,4781,6112,4027,2863,2745,552,1995,1,284,0,0,0,0
Oct-25,5호선,2542,마장,2,0,2218,520,6091,3554,15167,6659,18206,14553,11369,10078,9136,8128,8857,7356,10467,8222,9576,8048,9705,7228,10157,8148,11579,9518,11451,12376,11268,17166,7130,11084,5687,7683,4866,6899,3707,6755,1299,4047,200,1160,0,10,0,0,0,0
Oct-25,5호선,2543,답십리,36,0,8381,1185,18856,9137,52568,12660,69874,27558,35334,16788,23406,13127,20681,13412,21872,15262,21364,17468,19794,16879,20637,21059,24614,24822,27413,34143,28871,53872,15110,34752,10666,23908,8601,21037,6183,19478,3072,12063,433,3492,0,14,0,0,0,0
Oct-25,5호선,2544,장한평,30,2,7356,1080,18656,9951,53374,23081,73067,61960,39466,28183,25979,20998,23438,20071,24541,20572,24454,21211,23744,21514,25169,24706,30863,30236,41802,42088,58999,63780,25955,44042,15887,28696,12504,26694,9838,23227,4213,14586,558,3923,0,123,0,0,0,0
Oct-25,5호선,2545,군자(능동),61,1,6662,808,10558,5425,30177,8934,42323,23896,22579,17409,14416,13328,14400,13658,15965,14852,16784,16472,15723,17391,16202,19563,18279,25011,23381,34461,26117,52004,16148,32867,14531,21577,13771,19000,11790,17932,6524,11656,1135,5528,0,918,0,0,0,0
Oct-25,5호선,2546,아차산(어린이대공원후문),38,0,8547,1422,16143,5767,37992,12609,51485,29408,30941,21423,22645,19629,21488,21256,24675,22597,25439,24391,26877,23855,28740,27026,30915,31569,32419,38460,28810,53087,17279,34694,13086,22861,14287,19052,13324,16871,3329,10134,476,2671,0,0,0,0,0,0
Oct-25,5호선,2547,광나루(장신대),4,0,4188,1690,11667,5937,26716,14125,30616,31340,19448,19514,16686,17312,16097,14658,17641,15225,19205,15688,18397,15361,21778,16832,24079,21364,24532,25112,26562,30246,12925,21324,13761,14105,11361,13127,8649,12627,2411,7341,328,1902,0,0,0,0,0,0
Oct-25,5호선,2548,천호(풍납토성),101,1,6905,1602,11675,11989,32576,18950,40500,37178,25306,34673,24804,29117,29126,31531,33312,32205,33923,37361,36239,34326,41473,37473,46882,39297,50692,46324,51324,58100,36173,38939,31913,24482,22819,21258,17580,18166,8713,11417,1536,3728,0,0,0,0,0,0
Oct-25,5호선,2549,강동,115,2,11247,1432,19460,10426,51782,25149,64726,45354,35983,26779,27567,19266,25707,18420,27484,20015,25885,24966,26084,23085,27040,25861,31506,29478,39942,36457,40299,53255,20567,39049,14466,27894,11395,25409,8406,22842,3511,14539,697,5929,0,0,0,0,0,0
Oct-25,5호선,2550,길동,8,0,5072,676,9465,3925,23488,6904,28119,17844,17491,13705,14890,10748,14784,11544,15713,12426,16283,12777,14150,14620,14549,15694,15601,19299,16060,21937,16866,27749,9432,21374,7025,13833,6376,11502,4648,10780,1969,5757,370,2668,0,0,0,0,0,0
